,gameId,top,jungle,mid,carry,support,count_top,count_jungle,count_mid,count_carry,count_support,champ_WR_dif,B_tier,R_tier
1797,4743818528,3,3,4,5,2,3,1,3,5,4,-0.005840000000000045,1.6,2.6
121,4743820138,3,3,1,5,2,3,3,4,5,5,-0.0023400000000000087,3.0,3.0
1796,4743863004,3,5,2,5,2,2,3,3,5,4,0.009820000000000028,1.8,2.2
763,4743905280,3,4,2,5,3,3,1,4,5,6,0.025499999999999957,1.6,3.2
1795,4743914136,6,5,4,5,6,2,2,4,5,2,-0.014379999999999993,2.4,1.8
1849,4743938513,3,4,1,5,4,2,3,4,5,6,-0.013580000000000026,2.2,2.6
1968,4743999040,3,2,4,5,6,3,3,4,5,2,0.009340000000000005,1.6,1.8
943,4743999551,2,1,1,5,6,6,3,4,5,6,-0.007480000000000009,2.0,1.8
1394,4744006569,3,3,4,5,6,3,3,1,5,6,0.007699999999999973,3.0,2.4
39,4744013248,3,1,3,5,5,1,6,2,5,2,0.01347999999999997,1.8,3.4
981,4744035754,3,4,3,5,2,3,2,1,5,6,0.005540000000000001,2.4,2.4
576,4744044769,3,3,4,5,2,3,1,1,5,6,0.0036999999999999924,2.0,2.2
1919,4744066901,3,3,4,5,4,3,4,4,5,2,0.02026,1.4,2.2
1940,4744082466,2,6,5,4,6,3,3,1,5,2,-0.00873999999999998,1.0,2.8
957,4744104674,3,1,1,4,4,2,3,4,5,5,0.017000000000000005,3.6,1.8
1234,4744106990,3,1,1,5,2,3,3,4,5,6,0.013459999999999982,2.2,2.4
1939,4744109072,3,3,1,5,3,3,4,1,5,2,0.002039999999999975,1.6,1.8
1967,4744114579,3,3,1,5,2,4,3,,5,6,0.10903999999999998,1.8,2.8
165,4744184417,1,1,4,5,3,3,4,3,5,6,-0.003799999999999992,2.0,2.2
1255,4744185025,5,1,3,5,3,3,2,1,5,6,-0.005640000000000011,2.2,2.8
1848,4744190573,3,3,6,5,6,3,3,1,5,1,0.006259999999999999,2.2,2.6
283,4744193698,3,1,1,5,2,3,5,1,5,2,0.010599999999999998,1.8,1.6
762,4744205524,3,3,1,5,3,4,3,4,5,2,0.012900000000000012,1.6,1.4
937,4744223797,2,5,4,5,6,3,5,4,5,6,-0.004080000000000017,1.6,2.4
1117,4744227474,3,1,3,5,6,1,2,3,5,6,-0.0013800000000000034,2.6,2.6
1118,4744234427,3,3,1,5,2,3,5,4,5,4,-0.031740000000000025,2.4,1.8
1867,4744238892,2,1,1,5,3,2,3,4,5,6,-0.03202000000000003,1.6,3.0
1212,4744360377,3,1,1,5,4,4,5,4,5,3,-0.005199999999999982,2.2,1.8
1266,4744403522,3,3,1,5,6,2,3,3,5,2,-0.030999999999999993,2.4,1.8
662,4744420667,1,3,1,5,3,3,3,4,5,3,0.02257999999999998,2.4,3.2
1211,4744442827,3,4,3,5,2,3,1,3,5,3,0.0254,3.0,3.4
2078,4744600795,1,3,5,5,6,2,3,4,5,6,-0.02138,2.4,1.4
657,4744616591,3,3,4,5,2,3,3,1,5,2,0.00795999999999999,2.2,1.6
1596,4744666224,3,1,1,5,2,3,2,1,5,6,0.013540000000000007,2.0,3.8
164,4744759615,3,3,1,5,2,3,2,2,5,6,-0.00766,2.8,1.8
656,4744772110,5,2,5,5,4,3,3,1,5,6,-0.005659999999999976,2.2,2.0
598,4744782986,2,3,6,5,4,3,3,3,4,2,0.01706,3.0,1.6
1875,4744788204,6,3,1,5,6,3,4,4,5,2,-0.013219999999999999,1.4,2.4
282,4744799191,4,3,5,5,4,3,3,2,5,2,-0.002799999999999969,2.2,2.0
1876,4744812735,3,3,4,5,6,5,3,2,5,6,0.011340000000000006,2.2,1.8
1199,4744819449,2,3,3,5,6,2,3,1,5,4,0.03377999999999999,1.4,2.2
1342,4744828996,3,3,4,5,2,3,1,6,5,2,-0.015200000000000002,1.4,2.2
1696,4744854282,3,4,1,5,2,3,3,4,5,4,0.0013999999999999902,3.4,3.4
1874,4744931466,2,5,1,5,2,3,1,1,5,2,0.025339999999999963,2.0,1.4
1196,4744937828,4,5,1,5,2,3,3,5,5,6,-0.005679999999999985,2.4,2.4
1510,4744959523,2,2,1,5,3,4,3,4,5,3,0.04733999999999999,2.2,1.2
903,4744968898,3,3,1,5,2,3,3,1,5,4,0.034120000000000004,2.2,3.6
1976,4745022926,1,1,2,5,6,3,3,4,5,6,0.032699999999999986,2.6,3.2
2003,4745039660,3,1,4,5,4,3,3,4,5,2,0.015160000000000007,2.8,2.8
1873,4745090569,3,1,1,5,6,3,2,1,5,2,-0.012359999999999993,1.8,1.8
1341,4745164933,4,3,1,5,6,3,1,1,5,6,0.01319999999999999,2.2,2.6
2002,4745205102,2,1,1,5,6,4,2,3,5,2,0.004279999999999973,2.6,2.4
1401,4745207065,2,3,4,5,6,2,5,3,5,6,0.016159999999999987,2.6,3.0
1872,4745209106,3,1,4,5,2,4,5,1,5,6,0.006340000000000001,2.0,2.0
669,4745215537,1,5,4,5,6,5,3,4,5,3,-0.0011199999999999654,1.8,2.2
1288,4745218175,3,3,1,5,4,3,4,3,5,4,0.015079999999999993,2.0,3.4
922,4745223725,4,3,1,3,6,2,5,4,5,6,-0.01080000000000001,1.8,1.4
1805,4745234064,2,5,4,5,5,5,4,4,5,3,0.022539999999999984,2.2,3.4
133,4745247872,4,1,3,5,4,3,5,4,5,6,-0.01262000000000001,3.4,2.4
1220,4745306451,3,2,4,5,6,3,2,4,5,6,0.01110000000000001,2.2,3.2
2028,4745309856,3,3,2,5,6,3,4,6,5,2,0.008560000000000002,3.2,2.4
761,4745324767,3,5,4,5,3,3,3,4,4,2,0.01653999999999999,1.8,2.0
1959,4745328705,3,4,2,5,3,3,3,6,5,6,-0.0017799999999999483,2.6,2.4
1017,4745336688,4,4,1,5,4,3,5,2,5,6,0.0021600000000000065,3.0,1.8
1604,4745353968,3,1,1,5,4,3,3,1,5,2,-0.03528,2.8,2.8
644,4745385015,3,3,1,5,1,3,1,2,5,6,-0.01646000000000001,2.8,2.6
1193,4745389958,3,3,4,5,4,4,3,4,5,4,0.0039399999999999765,2.6,3.0
1340,4745390133,3,5,4,5,6,4,3,4,5,2,-0.010480000000000022,2.2,1.6
1475,4745395564,3,3,1,5,6,3,3,1,5,2,-0.007780000000000009,2.4,2.0
373,4745406257,2,3,4,5,6,4,1,1,5,4,0.01704,3.4,2.2
1643,4745449485,3,4,1,5,2,3,1,3,5,3,0.022939999999999995,2.4,3.2
2001,4745453663,3,4,2,5,2,4,3,3,5,6,0.018959999999999998,2.0,3.0
318,4745454827,3,3,1,,2,3,5,4,5,6,-0.09468000000000003,1.2,2.8
2000,4745465934,3,3,6,5,6,2,1,1,5,4,0.007620000000000016,2.4,2.0
2058,4745474713,5,5,1,5,3,3,1,1,5,6,-0.0019000000000000128,2.0,3.2
11,4745487469,2,1,1,5,2,3,2,4,5,3,0.029720000000000003,1.4,1.6
696,4745514498,4,3,6,5,6,3,3,4,5,6,0.015159999999999984,3.6,3.0
713,4745522458,3,3,4,5,3,4,2,1,5,3,-0.00898000000000001,2.8,2.4
1461,4745534080,3,1,1,5,6,4,3,1,5,2,0.0215,2.8,2.2
1339,4745553625,6,3,1,5,4,3,3,1,4,1,-0.010880000000000023,3.6,2.2
2057,4745801196,3,4,4,5,6,3,3,4,5,3,0.011719999999999998,2.2,3.2
1588,4745808496,3,1,1,5,,3,2,5,,,0.12746,1.8,1.6
1999,4745809062,3,1,2,5,6,3,5,1,5,6,-0.0047000000000000045,2.8,2.4
1938,4745971982,3,3,4,5,6,2,3,3,5,6,0.02080000000000002,2.6,3.0
470,4746026859,3,3,1,5,2,3,3,2,5,2,-0.011480000000000013,1.8,2.4
323,4746046797,3,1,2,5,6,3,4,4,5,6,-0.01579999999999999,2.4,3.0
1861,4746047171,2,3,1,5,1,2,4,4,5,3,0.02909999999999998,1.8,1.8
2010,4746065150,4,3,1,5,2,4,5,4,5,4,0.019120000000000005,2.8,2.8
1431,4746072838,2,3,5,4,3,2,3,1,5,2,-0.00020000000000002237,1.8,1.4
548,4746074551,2,1,3,5,6,3,3,1,5,2,-0.007720000000000016,2.0,2.2
549,4746081000,3,3,4,5,6,3,3,1,5,6,-0.028180000000000018,3.6,2.2
526,4746146187,2,3,4,5,6,2,4,4,5,6,-0.02871999999999999,2.8,2.6
636,4746146403,3,4,4,5,6,3,3,2,5,6,0.004400000000000015,2.4,2.6
1855,4746169358,1,3,4,5,2,4,3,2,5,4,0.011759999999999993,1.6,2.0
1505,4746210696,3,1,1,5,2,3,1,1,5,6,-0.005300000000000016,2.2,1.8
896,4746213017,2,3,3,5,3,1,4,3,5,6,-0.00015999999999999348,2.8,2.8
2044,4746234677,3,3,1,1,6,3,4,2,5,2,0.0004599999999999937,2.2,2.6
547,4746255543,6,1,5,5,6,5,4,1,5,2,-0.00826,2.0,2.0
1194,4746272221,2,3,3,5,6,5,4,2,5,2,0.006359999999999988,2.6,2.6
921,4746288138,4,2,3,5,3,3,1,4,5,4,-0.005880000000000029,3.0,2.4
535,4746339989,1,3,1,5,3,3,3,4,5,2,0.001179999999999981,1.8,2.4
1480,4746345107,3,4,4,5,2,3,3,4,5,2,-0.008700000000000041,3.0,2.0
1623,4746349640,2,5,4,5,6,5,1,3,5,4,0.027979999999999984,1.8,3.4
71,4746355441,2,1,4,5,5,5,2,1,5,6,0.024379999999999992,2.4,1.6
297,4746358063,4,5,3,5,2,3,4,1,5,2,-0.001780000000000026,2.0,2.4
668,4746367110,3,5,6,4,2,3,1,1,5,2,0.011679999999999979,2.6,1.6
281,4746390822,3,3,4,5,2,3,4,4,5,5,0.011880000000000002,1.8,3.2
1887,4746394262,3,1,4,5,2,2,5,1,5,2,0.016559999999999974,2.2,1.8
1847,4746424888,3,1,1,5,4,4,5,3,5,6,0.013180000000000002,2.0,2.4
70,4746433825,5,3,1,5,4,5,3,2,5,6,0.014979999999999993,2.4,2.6
69,4746437625,1,3,5,5,6,2,3,3,5,2,0.00816,1.8,2.0
1254,4746439928,3,3,3,5,2,3,4,1,5,6,0.01966,2.2,3.6
1198,4746447724,3,3,4,5,5,3,3,4,5,4,-0.011099999999999976,2.0,2.4
1287,4746457409,2,1,1,5,6,3,5,4,5,6,0.01369999999999999,2.4,2.0
309,4746464170,4,4,5,5,6,4,3,3,5,4,0.03547999999999999,1.8,3.2
308,4746469897,3,4,6,5,4,3,1,5,5,4,0.0263,2.2,3.0
2043,4746493434,5,5,1,5,2,3,4,2,5,3,-0.007580000000000009,2.4,2.6
1651,4746531593,3,4,1,5,,4,3,5,5,4,-0.07750000000000003,1.8,2.4
1695,4746546628,4,3,4,5,2,3,1,1,5,6,0.025119999999999976,2.6,2.2
1253,4746562690,3,5,1,5,4,2,4,3,5,3,-0.020220000000000016,2.4,2.2
1886,4746563523,3,3,4,5,6,2,4,1,5,4,-0.021200000000000017,2.6,2.0
920,4746564452,3,5,3,5,3,6,1,4,5,2,0.007500000000000018,2.2,2.8
1975,4746570037,3,3,5,5,3,2,2,1,5,4,-0.023019999999999995,2.4,2.4
1885,4746572981,2,3,4,5,6,4,5,1,5,6,-0.005620000000000003,2.2,2.8
1338,4746574643,3,1,3,5,6,3,1,4,5,6,0.009459999999999991,2.2,2.4
1984,4746580706,2,1,6,5,2,3,4,4,5,2,0.0006199999999999872,2.0,2.4
1252,4746592648,5,1,1,5,4,3,2,3,5,3,-0.009999999999999976,2.6,1.6
2107,4746594191,4,3,1,5,6,3,5,4,5,4,-0.01160000000000001,2.6,1.8
905,4746607449,1,1,1,5,6,3,4,6,5,6,0.022339999999999992,2.6,2.0
1191,4746611271,3,1,4,5,6,4,3,3,5,2,0.015100000000000013,2.2,2.4
847,4746614527,3,5,4,5,2,3,3,4,5,6,-0.011699999999999999,2.0,3.0
919,4746631044,3,5,3,5,6,2,3,4,5,2,0.0021400000000000195,2.0,1.8
1884,4746657582,3,3,1,5,6,2,5,1,5,6,-0.010680000000000012,3.0,1.8
778,4746676674,2,4,3,5,6,3,1,1,5,2,-0.0033800000000000162,2.2,2.0
792,4746686086,3,3,4,5,6,2,4,4,5,6,0.037319999999999985,2.0,2.8
1092,4746732870,2,3,3,5,2,4,3,1,5,6,0.007020000000000026,2.4,1.2
525,4746735564,3,3,4,5,3,3,1,1,5,6,-0.01242000000000002,3.8,2.2
1337,4746777284,3,4,1,5,6,3,1,1,5,4,0.01372000000000001,2.4,3.4
1091,4746787362,3,3,6,5,3,3,4,4,3,6,-0.0028799999999999937,1.4,2.4
132,4746803846,3,4,1,5,3,1,3,3,5,4,-0.0017999999999999794,3.0,2.4
524,4746805387,3,2,1,5,4,2,3,4,5,6,-0.012520000000000009,2.4,2.0
935,4746806647,3,3,5,4,5,5,5,6,5,5,-0.01048,2.4,2.4
345,4746832029,3,1,4,5,6,2,5,4,5,4,-0.0011800000000000144,2.6,2.0
1104,4746841626,3,3,1,5,6,3,4,4,5,3,-0.017620000000000035,3.2,1.6
1103,4746859767,3,3,1,5,2,6,1,4,5,6,0.016739999999999998,2.2,2.4
791,4746864154,3,1,,5,4,5,2,2,5,2,-0.09976,1.8,2.4
1675,4746865660,3,4,5,5,4,3,3,4,5,3,-0.03451999999999998,2.8,2.2
862,4747086817,5,3,1,5,3,3,2,4,5,2,-0.010739999999999994,1.4,2.4
1479,4747126139,3,4,4,5,6,3,1,1,5,6,-0.00728000000000002,2.2,3.2
1754,4747163129,2,2,4,5,2,3,3,1,5,5,0.031359999999999985,2.6,3.8
1804,4747272274,3,4,1,5,6,6,1,3,5,3,0.02343999999999998,2.4,2.6
1539,4747274412,5,5,4,5,6,3,1,4,5,5,0.010520000000000007,1.8,3.0
1286,4747293591,5,3,4,4,3,3,4,1,5,6,0.015000000000000003,2.6,3.2
1871,4747293596,3,3,4,5,4,5,3,4,5,6,-0.018679999999999985,2.2,1.8
1048,4747305199,3,1,1,5,6,2,4,4,5,6,0.0011199999999999765,2.6,2.4
643,4747317762,2,3,4,5,3,4,2,4,5,6,-0.00876,1.8,3.0
724,4747398421,2,5,4,5,2,3,2,1,4,6,0.01811999999999999,1.8,1.8
725,4747412492,2,3,4,5,6,4,2,1,4,6,0.02085999999999997,1.4,2.2
1650,4747424555,3,3,4,5,2,4,4,3,5,4,0.03613999999999997,2.4,3.8
15,4747426198,3,1,4,5,2,2,2,1,5,2,-0.007140000000000024,1.8,1.8
1595,4747434793,2,3,5,5,6,3,4,4,5,6,0.004939999999999989,1.6,4.0
1029,4747443594,4,3,1,5,4,2,3,4,5,4,-0.008579999999999999,2.8,2.4
638,4747456891,2,2,4,5,6,6,3,4,5,2,0.01120000000000001,2.2,1.8
712,4747465611,3,3,1,5,6,5,5,4,5,3,-0.002639999999999987,2.8,2.4
1009,4747492285,2,3,1,5,6,3,2,3,5,4,0.012159999999999971,2.4,1.8
723,4747504408,3,4,1,5,6,3,1,3,5,6,0.0015399999999999858,3.6,2.0
637,4747511835,3,3,5,5,6,6,4,5,5,2,-0.02270000000000001,2.8,1.8
2128,4747528591,3,2,4,5,6,3,1,1,5,6,-0.01033999999999995,3.0,2.0
722,4747538024,3,2,2,5,6,2,3,3,5,4,-0.013980000000000003,1.6,2.4
1674,4747546636,3,4,4,5,6,3,5,4,5,6,0.02682,3.6,2.2
885,4747563619,3,4,3,5,6,3,4,3,5,2,0.01137999999999999,3.0,2.8
720,4747574513,5,2,2,4,6,4,3,1,5,6,0.0042200000000000015,2.0,1.4
2121,4747581188,3,3,1,5,3,3,3,4,5,6,-0.0006200000000000205,2.2,3.6
546,4747587329,2,3,4,5,2,3,5,4,5,4,0.02627999999999999,2.4,3.2
1619,4747596118,2,5,4,5,3,3,5,3,5,6,0.0010399999999999964,2.4,1.6
721,4747600709,6,1,5,5,3,2,3,3,5,6,-0.0008799999999999919,2.0,3.4
1846,4747602820,2,3,1,5,6,2,5,1,5,6,-0.0020600000000000175,2.4,2.4
371,4747628770,5,4,4,5,6,3,5,1,5,2,-0.023,2.4,2.4
2077,4747640201,3,1,3,5,6,3,4,2,5,3,0.0023399999999999975,2.4,1.4
9,4747644390,2,3,1,5,6,3,2,2,5,6,0.007799999999999996,1.6,2.2
1620,4747652468,2,1,3,5,6,3,3,2,5,2,-0.03396000000000001,2.8,2.0
120,4747657865,3,5,6,5,6,4,5,4,5,6,-9.999999999998899e-05,1.6,2.2
10,4747661688,3,2,4,5,6,3,3,4,5,6,-0.005019999999999969,2.6,2.2
372,4747664383,3,1,1,5,4,3,2,4,5,2,-0.018359999999999998,2.6,3.0
1336,4747665288,3,1,1,5,6,3,3,3,4,6,0.009019999999999995,2.4,2.2
1565,4747756697,4,3,3,5,5,3,3,4,4,5,-0.006999999999999973,2.6,2.6
1001,4747785832,3,2,1,5,6,3,1,1,6,2,0.009160000000000012,1.8,1.6
119,4747785890,6,1,5,5,2,3,5,4,5,2,-0.00845999999999999,2.0,1.2
1746,4747787423,4,6,4,5,6,2,3,1,5,2,-0.0036999999999999924,3.4,2.4
205,4747843574,3,4,1,5,6,2,3,1,5,6,0.013000000000000001,3.0,2.2
918,4747857260,1,3,1,5,3,5,4,1,5,3,0.010659999999999992,2.0,2.6
703,4747918462,4,3,4,5,,3,4,3,5,4,-0.10898,2.0,2.2
614,4747940763,3,3,5,5,6,3,3,4,5,6,-0.005999999999999994,2.6,2.6
1324,4747948221,1,3,4,5,6,3,3,1,5,5,0.03625999999999998,2.0,2.2
1004,4747965362,3,4,1,5,2,4,3,4,5,2,0.007840000000000003,2.6,2.4
1504,4748008055,3,4,3,5,,2,3,1,5,2,-0.13576000000000002,2.6,1.6
1365,4748009289,3,3,4,5,6,3,3,4,5,3,-0.021559999999999958,2.2,2.4
1542,4748026267,6,1,1,5,3,4,2,1,5,2,0.00623999999999999,2.6,3.2
2019,4748104024,3,5,1,5,2,3,2,1,5,6,0.0030200000000000114,1.8,2.2
1833,4748129033,3,3,4,5,2,5,5,4,5,6,-0.006899999999999995,2.2,2.2
1484,4748156364,2,2,6,5,6,1,2,5,5,2,0.005620000000000036,2.8,1.6
82,4748173446,3,5,4,5,6,3,3,4,5,2,-0.00038000000000000257,1.2,2.2
1430,4748198997,2,4,3,4,3,2,3,4,5,2,-0.011200000000000033,1.8,1.8
1364,4748209026,2,3,4,5,2,1,3,3,5,2,0.017820000000000023,2.6,2.2
545,4748265390,2,5,4,5,2,3,3,1,5,4,0.026599999999999978,1.8,2.0
81,4748279840,1,3,1,5,6,3,3,1,5,6,-0.008200000000000018,2.8,2.2
2047,4748300746,3,1,4,5,3,2,3,2,1,6,-0.008960000000000024,2.6,1.4
1251,4748327416,3,3,1,5,4,3,4,1,5,4,0.02305999999999996,1.8,3.2
1562,4748329425,3,2,6,3,1,5,1,4,5,2,0.0051400000000000005,1.8,2.0
1563,4748355004,3,3,4,5,2,3,3,4,5,6,0.021399999999999964,1.8,2.6
1250,4748374168,3,4,1,5,6,3,3,4,5,2,0.006799999999999973,2.2,2.4
1974,4748407099,4,3,1,5,2,3,2,2,5,6,-0.015320000000000023,1.8,2.6
1082,4748407989,3,3,4,5,6,5,3,3,5,3,-0.011239999999999972,2.4,1.8
1561,4748414402,3,2,4,5,3,3,4,4,5,2,0.0026800000000000157,1.4,2.6
1353,4748415849,3,1,4,5,5,3,5,4,5,2,-0.022140000000000014,2.4,1.6
979,4748421745,2,5,4,5,6,5,1,1,5,2,0.004419999999999957,2.0,2.4
606,4748455221,3,3,4,5,6,2,1,1,5,6,-0.0020400000000000197,2.8,2.0
1560,4748458572,1,1,4,5,2,3,3,1,5,6,0.016120000000000002,2.2,1.8
80,4748467001,5,4,1,5,2,3,1,4,5,6,0.0001400000000000068,2.4,2.0
565,4748760006,3,1,1,5,4,4,2,1,5,4,-0.04021999999999999,3.6,3.0
1363,4748791601,3,4,1,5,6,1,3,1,5,2,-0.001100000000000012,2.4,2.2
1400,4748792334,3,3,4,5,6,3,4,4,5,4,0.004699999999999993,2.2,3.4
1063,4748807809,3,1,6,5,6,3,3,1,5,6,0.0005200000000000204,2.0,1.8
79,4748811899,3,4,5,5,2,3,1,3,5,6,-0.02467999999999998,1.6,2.0
1081,4748821461,3,3,3,3,3,3,3,2,5,5,-0.007460000000000011,2.4,2.2
1429,4748828916,5,3,3,5,3,3,3,6,4,2,-0.005459999999999987,1.8,1.0
1558,4748889150,3,3,4,5,6,3,5,4,5,2,-0.0037200000000000124,3.0,1.2
2076,4748891743,4,2,5,5,6,3,5,2,5,6,-0.005180000000000018,2.2,2.2
810,4748914199,4,3,4,5,5,4,2,3,5,6,-0.015179999999999994,2.4,1.8
1559,4748952003,3,2,3,5,6,3,3,6,5,2,0.0006000000000000005,2.4,0.8
1399,4749027365,2,3,5,5,6,3,4,4,5,2,-0.014780000000000015,1.6,2.0
2053,4749036530,3,1,5,5,3,3,6,4,5,6,0.01165999999999997,2.8,2.4
632,4749058586,5,3,1,5,6,5,3,4,5,3,-0.015300000000000003,2.8,1.8
1694,4749063309,3,3,4,5,4,3,5,1,5,4,-0.008540000000000002,3.4,3.0
1428,4749077609,3,3,3,5,2,3,3,5,4,6,-0.014979999999999983,2.6,3.0
854,4749084849,3,4,4,5,6,2,1,4,5,6,-0.009880000000000022,3.8,3.4
984,4749092884,3,4,1,5,4,3,3,5,5,4,0.0007600000000000051,1.6,1.6
1538,4749106482,6,1,1,5,2,2,3,3,5,6,-0.000639999999999985,1.2,3.4
1557,4749110407,3,3,4,5,2,3,1,3,5,6,0.0019999999999999797,2.2,2.2
384,4749118443,3,2,3,5,6,3,3,6,5,6,-0.002999999999999947,2.0,2.2
884,4749122129,3,2,4,5,6,3,2,4,5,4,0.012559999999999993,2.2,3.4
1693,4749142164,3,1,2,5,2,3,1,4,5,4,0.029899999999999993,1.8,2.2
1721,4749153792,3,2,3,4,2,1,3,3,5,4,0.04154000000000001,1.4,2.2
1914,4749201621,2,5,4,5,6,3,3,4,5,2,0.022179999999999978,2.8,2.6
711,4749206059,3,1,1,5,6,5,3,4,5,2,-0.007580000000000009,3.6,3.2
68,4749211771,2,1,4,5,6,3,5,4,5,6,0.00033999999999998474,2.8,2.4
78,4749226539,3,3,4,5,2,3,3,4,5,4,0.005599999999999971,2.8,2.4
1228,4749228949,2,1,4,5,4,2,3,5,5,4,-0.00046000000000000484,2.6,1.6
414,4749230657,3,2,3,5,2,3,4,1,5,6,0.003220000000000012,2.0,2.6
1913,4749257777,3,1,5,5,2,3,5,4,5,4,-0.007600000000000007,2.4,2.6
529,4749268302,4,5,3,5,2,2,3,3,5,6,-0.01692,1.8,1.6
613,4749271259,2,3,3,5,4,3,3,2,4,3,0.0070399999999999794,1.8,1.0
185,4749271896,3,4,4,5,6,2,1,1,5,4,0.00546000000000002,3.0,1.8
1227,4749273257,2,3,1,5,4,3,3,5,5,6,0.02594000000000002,2.2,2.4
1509,4749299467,3,3,4,5,2,5,2,4,5,6,0.0013400000000000079,2.2,3.0
605,4749303223,3,4,5,5,2,3,3,4,5,5,0.02073999999999999,3.0,2.8
1730,4749331630,3,4,1,5,4,2,2,1,5,6,-0.015259999999999963,3.2,1.8
1062,4749334366,2,5,1,5,2,3,4,4,5,2,-0.0020800000000000263,2.6,1.2
77,4749334480,2,4,1,5,6,2,5,4,5,6,-0.005420000000000025,2.8,2.4
383,4749346503,4,3,4,5,2,3,2,3,5,3,-0.001560000000000028,2.6,1.0
357,4749347338,3,1,6,5,6,3,2,1,5,2,-0.02207999999999999,1.4,2.2
559,4749350444,3,2,3,5,2,4,5,4,5,6,-0.0029400000000000203,3.0,1.6
1383,4749355756,3,5,1,5,6,3,1,5,5,2,0.0005399999999999627,3.4,2.2
358,4749364485,2,3,1,5,2,3,2,1,5,6,0.009159999999999979,2.8,4.0
965,4749368736,3,3,4,5,2,3,1,4,5,6,-0.01481999999999999,2.8,2.8
1460,4749369264,4,3,2,5,2,3,2,3,5,4,0.010660000000000013,3.2,2.2
1102,4749372781,3,5,3,5,2,3,1,1,5,6,0.0034600000000000073,2.4,2.8
1870,4749385991,5,3,2,5,6,2,1,1,5,4,-0.014800000000000002,2.2,2.2
118,4749407088,3,5,2,5,2,3,4,5,5,2,0.009759999999999991,2.6,3.4
1745,4749408210,3,3,1,5,6,3,2,1,5,6,-0.008600000000000019,2.4,2.0
1129,4749413015,1,2,4,5,6,3,5,4,5,3,0.007899999999999973,1.2,2.2
1116,4749419733,3,5,4,5,4,3,1,4,5,6,-0.009000000000000008,2.0,2.8
1769,4749422598,3,5,2,5,6,3,3,4,5,5,0.0344,2.4,2.2
356,4749426318,3,5,3,5,4,3,3,1,5,6,-0.001859999999999995,2.6,2.4
1155,4749429032,5,3,6,5,2,5,3,4,5,4,0.015579999999999983,2.2,2.8
2040,4749455649,2,6,1,5,5,1,2,3,3,2,0.004400000000000015,3.2,2.4
1459,4749467306,2,5,1,5,6,4,3,3,5,4,-0.021639999999999993,3.2,1.8
1527,4749483456,3,4,4,5,6,2,5,1,5,4,0.011499999999999988,2.4,3.0
1935,4749484488,1,3,3,5,6,3,3,2,5,6,-0.0010400000000000188,2.2,3.4
650,4749501771,1,4,3,5,6,3,1,2,5,4,-0.0030399999999999984,2.0,2.8
1937,4749511445,2,3,4,5,6,3,4,1,5,4,-0.0009800000000000253,2.8,2.6
1845,4749531723,5,3,4,5,3,1,5,4,5,6,-0.009500000000000031,1.4,1.4
1844,4749532863,2,3,4,5,4,3,4,1,5,4,0.015659999999999962,2.2,1.8
1642,4749537608,3,3,4,5,3,3,3,4,5,,0.11270000000000002,2.2,1.8
1768,4749540848,3,3,4,5,6,2,1,4,5,3,-0.007719999999999993,3.0,2.2
2134,4749551745,3,3,4,5,2,3,3,1,5,6,0.011560000000000004,1.8,2.8
1458,4749552319,2,4,4,5,6,3,5,1,5,6,0.018399999999999972,2.8,2.8
1936,4749552560,4,3,2,5,2,5,3,1,5,3,0.0005000000000000115,2.8,1.8
1457,4749559255,3,3,3,5,6,3,2,1,5,4,-0.030820000000000024,3.4,2.4
1154,4749563455,2,3,1,5,6,2,3,4,5,6,0.028980000000000006,2.0,2.4
1556,4749596032,6,3,1,5,4,3,3,4,5,4,0.006339999999999979,1.6,2.6
2056,4749604359,3,1,5,5,4,2,4,2,5,2,-0.02852000000000001,2.4,2.4
1641,4749607944,4,5,4,5,4,4,5,4,5,4,-0.0066600000000000105,1.6,1.6
917,4749627331,3,1,3,5,4,3,1,4,5,2,0.0030199999999999784,2.6,2.0
859,4749646264,3,3,5,5,4,1,1,3,3,2,0.00955999999999999,1.8,3.0
1832,4749647115,4,3,4,5,2,1,4,5,5,2,0.006019999999999992,2.6,3.0
1000,4749652390,5,4,1,5,6,5,3,2,5,6,-0.02737999999999996,2.6,2.2
476,4749684637,3,3,1,5,6,3,3,2,5,4,0.007900000000000008,3.2,2.4
475,4749688961,3,3,4,1,6,3,3,1,5,2,0.0005800000000000139,2.0,2.0
142,4749700661,4,5,6,5,6,2,5,4,5,2,-0.0023400000000000087,2.0,1.6
1718,4749714027,3,3,4,5,2,3,3,4,5,6,-0.0006000000000000117,3.6,2.4
1673,4749731887,3,1,5,5,1,3,2,4,5,2,-0.010120000000000018,2.0,1.8
1639,4749739183,4,1,4,5,4,3,3,4,5,4,0.014919999999999978,1.0,2.8
1233,4749739817,2,5,3,5,4,3,1,4,5,2,0.016719999999999978,1.2,2.0
1640,4749745794,4,3,1,5,3,2,4,4,5,2,-0.002680000000000027,1.8,1.4
570,4749757964,1,1,4,5,4,5,3,2,5,4,0.0014399999999999968,2.4,2.6
1369,4749801265,3,2,1,5,6,3,2,4,5,5,0.0071000000000000065,2.8,2.4
1672,4749831315,1,4,3,5,3,3,1,6,5,6,-0.03808000000000002,3.0,2.4
469,4749831473,3,1,1,5,6,3,3,4,3,,0.12019999999999997,1.6,1.8
